id,archivo,metodo,ruta,linea,fase,estado,detalle,fecha_verificacion
225,ordenes-sin-asignacion.php,GET,/ordenes-sin-asignar/{id_vendedor},10,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:33
226,orders.php,POST,/orden/editar,14,2-escritura-manual,PENDIENTE,,
227,orders.php,POST,/orden/previa-cancelacion,118,2-escritura-manual,PENDIENTE,,
228,orders.php,POST,/orden/actualizar-estado,158,2-escritura-manual,PENDIENTE,,
229,orders.php,GET,/ordenes/abono/{id},361,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:34
230,orders.php,GET,/ordenes/verificar-edición/{id},389,1-GET-auto,OK,"HTTP 200, respuesta no-JSON (revisar manualmente si es esperado)",2026-07-13 14:32:35
231,orders.php,POST,/orden/abono,404,2-escritura-manual,PENDIENTE,,
232,orders.php,POST,/orden/edit/obs,615,2-escritura-manual,PENDIENTE,,
233,orders.php,GET,/ordenes/abono-detale/{id},632,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:36
234,orders.php,GET,/reportes/resumen/disenadores/{id_empleado}/{id_departamento},790,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:36
235,orders.php,GET,/reportes/resumen/empleados/{id_empleado}/{id_departamento},847,1-GET-auto,ERROR_ENCONTRADO,"Error al ejecutar la consulta: SQLSTATE[42P10]: Invalid column reference: 7 ERROR:  for SELECT DISTINCT, ORDER BY expressions must appear in select list
LINE 31:             GROUP BY a.id_orden ORDER BY ofo.orden_fila ASC,...
                                                  ^",2026-07-13 14:32:38
236,orders.php,GET,/comercializacion/dashboard/{id_empleado}/{id_departamento},1457,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:38
237,orders.php,GET,/ordenes/reporte/{id},1657,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:39
238,orders.php,GET,/comercializacion/ordenes/reporte,1711,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:40
239,orders.php,GET,/comercializacion/ordenes/reporte/terminadas/{rango},1743,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:41
240,orders.php,GET,/comercializacion/ordenes/reporte/entregadas/{rango},1785,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:42
241,orders.php,POST,/ordenes/nueva,1831,2-escritura-manual,PENDIENTE,,
242,orders.php,POST,/presupuesto/nuevo,2149,2-escritura-manual,PENDIENTE,,
243,orders.php,GET,/presupuestos/lista,2366,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:42
244,orders.php,GET,/presupuesto/detalle/{id},2388,1-GET-auto,FALLO_RUTA,HTTP 404 (ruta no encontrada/metodo no permitido con params de prueba),2026-07-13 14:32:43
245,orders.php,POST,/ordenes/actualizar-fila,2432,2-escritura-manual,PENDIENTE,,
246,orders.php,POST,/ordenes/nueva/custom/edit,2451,2-escritura-manual,PENDIENTE,,
247,orders.php,POST,/ordenes/nueva/custom,2799,2-escritura-manual,PENDIENTE,,
248,orders.php,POST,/ordenes/nueva/sport,3457,2-escritura-manual,PENDIENTE,,
249,orders.php,POST,/comercializacion/revisiones-estatus/{estatus}/{id_revision}/{id_orden},3744,2-escritura-manual,PENDIENTE,,
250,orders.php,POST,/comercializacion/revisiones-detalles/{id_revision},3885,2-escritura-manual,PENDIENTE,,
251,orders.php,GET,/comercializacion/revisiones/{id_empleado},3901,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:44
252,orders.php,POST,/reposiciones/actualizar-fila,3930,2-escritura-manual,PENDIENTE,,
253,orders.php,GET,/ordenes-observaciones/{id_orden},3950,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:44
254,orders.php,POST,/ordenes/materiales-lote,3975,2-escritura-manual,PENDIENTE,,
255,orders.php,POST,/ordenes/nueva/simple,4037,2-escritura-manual,PENDIENTE,,
256,orders.php,POST,/ordenes/validar-stock,4421,2-escritura-manual,PENDIENTE,,
257,orders.php,POST,/ordenes/prevalidar,4476,2-escritura-manual,PENDIENTE,,
258,orders.php,POST,/ordenes/validar-paso,4738,2-escritura-manual,PENDIENTE,,
259,orders.php,POST,/ordenes/contexto-ia,4834,2-escritura-manual,PENDIENTE,,
260,orders.php,POST,/presupuesto/{id}/convertir-a-orden,5461,2-escritura-manual,PENDIENTE,,
261,payments.php,POST,/pagos/terminar-planilla,12,2-escritura-manual,PENDIENTE,,
262,payments.php,POST,/pagos/pagar-a-empleados,52,2-escritura-manual,PENDIENTE,,
263,payments.php,POST,/pagos/procesar-lote-pagos,222,2-escritura-manual,PENDIENTE,,
264,payments.php,GET,/pagos/semana/disenadores,407,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:45
265,payments.php,GET,/pagos/semana/empleados,630,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:46
266,payments.php,GET,/pagos/semana/vendedores,1007,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:47
267,payments.php,GET,/pagos/vendedor/{id_vendedoor},1118,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:47
268,payments.php,GET,/pagos/reporte-empleado/{id_empleado},1210,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:48
269,payments.php,GET,/pagos/historico/{semana},1368,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:49
270,payments.php,POST,/pagos/semana,1657,2-escritura-manual,PENDIENTE,,
271,payments.php,POST,/pagos/semana/OLD,1821,2-escritura-manual,PENDIENTE,,
272,printers.php,POST,/impresoras,10,2-escritura-manual,PENDIENTE,,
273,printers.php,GET,/impresoras,66,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:50
274,printers.php,GET,/impresoras-tintas-actual[/{id_impresora}],227,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:51
275,printers.php,PUT,/impresoras/{id},366,2-escritura-manual,PENDIENTE,,
276,printers.php,POST,/inventario-tintas,448,2-escritura-manual,PENDIENTE,,
277,printers.php,DELETE,/impresoras/{id},520,2-escritura-manual,PENDIENTE,,
278,production.php,POST,/ordenes/actualizar-filas-batch,15,2-escritura-manual,PENDIENTE,,
279,production.php,POST,/reposiciones/actualizar-filas-batch,69,2-escritura-manual,PENDIENTE,,
280,production.php,GET,/sse/produccion/ordenes-activas,123,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:52
281,production.php,GET,/sse/produccion/check-version,173,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:53
282,production.php,GET,/sse/produccion,198,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:32:54
283,production.php,GET,/sse/produccion/corte/{id_empleado},666,1-GET-auto,OK,"HTTP 200, respuesta no-JSON (revisar manualmente si es esperado)",2026-07-13 14:33:01
284,production.php,GET,/sse/diseno/{id_empleado},709,1-GET-auto,ERROR_ENCONTRADO,"Error al ejecutar la consulta: SQLSTATE[42803]: Grouping error: 7 ERROR:  column ""a.id_orden"" must appear in the GROUP BY clause or be used in an aggregate function
LINE 3:                     a.id_orden id,
                            ^",2026-07-13 14:33:01
285,production.php,GET,/sse/disenos-todo,796,1-GET-auto,OK,"HTTP 200, respuesta no-JSON (revisar manualmente si es esperado)",2026-07-13 14:33:08
286,production.php,GET,/lotes/paso-actual/{id_orden},829,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:09
287,production.php,GET,/reposiciones/{id_ordenes_productos}/{id_orden},854,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:10
288,production.php,GET,/reposicion/{id_reposicion}/departamentos-cola,893,1-GET-auto,FALLO_RUTA,HTTP 404 (ruta no encontrada/metodo no permitido con params de prueba),2026-07-13 14:33:11
289,production.php,POST,/reposicion/{id_reposicion}/excluir-departamento,962,2-escritura-manual,PENDIENTE,,
290,production.php,GET,/reposiciones-reporte/{estatus_orden},1031,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:11
291,production.php,GET,/reposicion-detalles/{id_reposicion},1200,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:12
292,production.php,POST,/produccion/reposicion,1380,2-escritura-manual,PENDIENTE,,
293,production.php,POST,/produccion/reposicion/final,1542,2-escritura-manual,PENDIENTE,,
294,production.php,POST,/produccion/reposicion/eliminar,1576,2-escritura-manual,PENDIENTE,,
295,production.php,POST,/produccion/terminar/{id},1599,2-escritura-manual,PENDIENTE,,
296,production.php,POST,/produccion/asignar-varias-ordenes-a-corte,1655,2-escritura-manual,PENDIENTE,,
297,production.php,POST,/produccion/update/paso,1708,2-escritura-manual,PENDIENTE,,
298,production.php,GET,/produccion/progressbar/{id_orden},1740,1-GET-auto,FALLO_HTTP_500,"HTTP 500: {
    ""statusCode"": 500,
    ""error"": {
        ""type"": ""SERVER_ERROR"",
        ""description"": ""An internal error has occurred while processing your request.""
    }
}",2026-07-13 14:33:13
299,production.php,GET,/lotes/detalles/v2/{id},1827,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:13
300,production.php,GET,/produccion/verificar-asignacion-empleado/{departamento}/{id_orden}/{id_ordenes_productos},1851,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:14
301,production.php,GET,/lotes/detalles/{id},1885,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:15
302,production.php,GET,/ordenes/detalles/{id},1917,1-GET-auto,ERROR_ENCONTRADO,"Error al ejecutar la consulta: SQLSTATE[42703]: Undefined column: 7 ERROR:  column ""observaciones"" does not exist
LINE 1: SELECT observaciones FROM ordenes WHERE _id = 1
               ^",2026-07-13 14:33:16
303,production.php,GET,/ordenes/vinculadas/{id_orden_father},1934,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:17
304,production.php,GET,/produccion/dashboard-stats,1956,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:17
305,production.php,POST,/production/corte/ajuste,2090,2-escritura-manual,PENDIENTE,,
306,production.php,POST,/production/corte/crear-orden-stock-manual,2158,2-escritura-manual,PENDIENTE,,
307,production.php,POST,/production/corte/finalizar-tarea,2198,2-escritura-manual,PENDIENTE,,
308,production.php,GET,/production/corte/orden-detalles/{id},2259,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:18
309,products.php,GET,/customer/create/nine,14,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:33:38
310,products.php,GET,/products,24,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:33:39
311,products.php,POST,/products-attributes,33,2-escritura-manual,PENDIENTE,,
312,products.php,GET,/products-attributes,55,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:33:40
313,products.php,POST,/products-attributes/editar,70,2-escritura-manual,PENDIENTE,,
314,products.php,POST,/products-attributes/eliminar,89,2-escritura-manual,PENDIENTE,,
315,products.php,GET,/products/categories/{id_category},107,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:34:00
316,products.php,GET,/productos-asignados/{orden},117,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:01
317,products.php,GET,/products/{id},132,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:02
318,products.php,POST,/products/{name}/{sku}/{price}/{stock_quantity}/{categories}/{sizes},142,2-escritura-manual,PENDIENTE,,
319,products.php,POST,/products/lite,153,2-escritura-manual,PENDIENTE,,
320,products.php,POST,/editar-producto,171,2-escritura-manual,PENDIENTE,,
321,products.php,POST,/editar-producto-precios,188,2-escritura-manual,PENDIENTE,,
322,products.php,DELETE,/products-prices/{id},234,2-escritura-manual,PENDIENTE,,
323,products.php,PUT,/products/stock/{id}/{stock_quantity},277,2-escritura-manual,PENDIENTE,,
324,products.php,DELETE,/products/{id},288,2-escritura-manual,PENDIENTE,,
325,products.php,POST,/product-set-comision-producto,307,2-escritura-manual,PENDIENTE,,
326,products.php,POST,/product-set-comisiones-batch,399,2-escritura-manual,PENDIENTE,,
327,products.php,GET,/product-set-comision/{id}/{comision},538,1-GET-auto,ERROR_ENCONTRADO,Error al ejecutar la consulta: SQLSTATE[42601]: Syntax error: 7 ERROR:  cannot insert multiple commands into a prepared statement,2026-07-13 14:34:03
328,products.php,GET,/atributos/comisiones,575,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:34:04
329,products.php,GET,/wp/products,587,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:34:05
330,products.php,GET,/wp/products/{id_product},598,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:34:05
331,products.php,POST,/customers/eliminar,613,2-escritura-manual,PENDIENTE,,
332,products.php,GET,/customers,625,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:06
333,products.php,GET,/customers/optimize/{key}/{acc},639,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:07
334,products.php,GET,/customers/orders/{id_customer},651,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:34:07
335,products.php,GET,/wp/customers,661,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:08
336,products.php,GET,/customers/orders-count/{customer_email}/{customer_id},671,1-GET-auto,OMITIDO,requiere parametro no trivial (email u otro) para probar de forma segura,2026-07-13 14:34:08
337,products.php,GET,/customers/{id},689,1-GET-auto,ERROR_ENCONTRADO,"Error al ejecutar la consulta: SQLSTATE[42883]: Undefined function: 7 ERROR:  operator does not exist: ` character varying
LINE 10:         `address` billing_address_1, 
                 ^
HINT:  No operator matches the given name and argument type. You might need to add an explicit type cast.",2026-07-13 14:34:09
338,products.php,GET,/customers/por-telefono/{phone},703,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:09
339,products.php,POST,/customers/{first_name}/{last_name}/{cedula}/{phone}/{email}/{address},713,2-escritura-manual,PENDIENTE,,
340,products.php,PUT,/customers/{id}/{first_name}/{last_name}/{cedula}/{phone}/{email}/{billing_address},756,2-escritura-manual,PENDIENTE,,
341,products.php,POST,/customers/edit1,805,2-escritura-manual,PENDIENTE,,
342,products.php,POST,/customers/nuevo,825,2-escritura-manual,PENDIENTE,,
343,products.php,POST,/customers/reactivar,862,2-escritura-manual,PENDIENTE,,
344,products.php,GET,/categories,897,1-GET-auto,ERROR_ENCONTRADO,"Error al ejecutar la consulta: SQLSTATE[42601]: Syntax error: 7 ERROR:  syntax error at or near ""FROM""
LINE 1: SELECT _id id, nombre `name` FROM categories WHERE eliminado...
                                     ^",2026-07-13 14:34:10
345,products.php,GET,/departamentos,907,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:11
346,products.php,GET,/departamentos-empleado/{id_empleado},921,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:12
347,products.php,POST,/departamentos/nuevo,935,2-escritura-manual,PENDIENTE,,
348,products.php,POST,/departamentos/editar,958,2-escritura-manual,PENDIENTE,,
349,products.php,POST,/departamentos/editar/mensaje,976,2-escritura-manual,PENDIENTE,,
350,products.php,DELETE,/departamentos/{id_departamento},992,2-escritura-manual,PENDIENTE,,
351,products.php,POST,/departamentos/orden-paso,1007,2-escritura-manual,PENDIENTE,,
352,products.php,GET,/attributes,1030,1-GET-auto,NO_APLICA_WOOCOMMERCE,"Depende de integracion WooCommerce externa discontinuada (clase WooMe hace HTTP real a API externa) - falla/timeout igual en MySQL, no es un bug de PostgreSQL",2026-07-13 14:34:32
353,products.php,GET,/sizes,1042,1-GET-auto,ERROR_ENCONTRADO,"Error al ejecutar la consulta: SQLSTATE[42601]: Syntax error: 7 ERROR:  syntax error at or near "",""
LINE 1: SELECT _id, nombre `name`, variation_percentage FROM sizes
                                 ^",2026-07-13 14:34:33
354,products.php,POST,/sizes,1057,2-escritura-manual,PENDIENTE,,
355,products.php,POST,/sizes/editar,1079,2-escritura-manual,PENDIENTE,,
356,products.php,POST,/sizes/eliminar,1099,2-escritura-manual,PENDIENTE,,
357,products.php,POST,/categories,1120,2-escritura-manual,PENDIENTE,,
358,products.php,GET,/empleado/asignado/{departamento}/{orden}/{item_id},1146,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:33
359,products.php,GET,/lotes/en-proceso,1160,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:34
360,products.php,GET,/lotes/verificar-cantidad-asignada/{id_ordenes_productos}/{departamento}/{id_orden},1254,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:35
361,products.php,GET,/empleados/reposicion/{id_orden},1272,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:36
362,products.php,POST,/lotes/empleados/reasignar,1365,2-escritura-manual,PENDIENTE,,
363,products.php,POST,/lotes/empleados/reasignar-masiva,1441,2-escritura-manual,PENDIENTE,,
364,products_reports.php,GET,/reportes/costos-productos,76,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:37
365,products_reports.php,GET,/reportes/costos-productos/categorias,415,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:38
366,products_reports.php,GET,/reportes/costos-productos/{id_producto}/detalle,773,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:39
367,reports.php,GET,/reportes/costos-produccion/{inicio}/{fin},13,1-GET-auto,OK_FALSO_POSITIVO,"Mismo problema de parametro de prueba: inicio/fin recibieron '1' en vez de fecha real. Con fecha real (2026-07-01) el endpoint funciona correctamente, sin error embebido.",2026-07-13 14:52:41
368,reports.php,GET,/reportes/insumos-consumidos-por-orden/{id_orden},628,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:40
369,reports.php,GET,/reportes/mano-obra-por-orden/{id_orden},666,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:41
370,reports.php,GET,/reportes/gastos-de-fabricacion/{fecha},901,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:42
371,reports.php,GET,/reportes/material-consumido-por-orden/{id_orden},928,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:43
372,reports.php,GET,/reportes/semanal-detallado,955,1-GET-auto,OK,"HTTP 400, sin error embebido",2026-07-13 14:34:44
373,reports.php,GET,/reportes/employee-efficiency-global,1327,1-GET-auto,OK,"HTTP 400, sin error embebido",2026-07-13 14:34:45
374,tables.php,GET,/ordenes-reporte-semanal/{fecha},12,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:46
375,tables.php,GET,/presupuestos/guardados,67,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:47
376,tables.php,GET,/ordenes/guardadas,87,1-GET-auto,FALLO_HTTP_500,"HTTP 500: {
    ""statusCode"": 500,
    ""error"": {
        ""type"": ""SERVER_ERROR"",
        ""description"": ""An internal error has occurred while processing your request.""
    }
}",2026-07-13 14:34:48
377,tables.php,GET,/ordenes/observaciones/{id_orden}/{id_empleado}/{id_departamento},162,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:48
378,tables.php,GET,/ordenes/notas-por-empleado/{id_orden},183,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:49
379,tables.php,GET,/ordenes/borrador/reporte-semanal/{id_empleado}/{id_departamento},214,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:50
380,tables.php,POST,/ordenes/borrador,242,2-escritura-manual,PENDIENTE,,
381,tables.php,POST,/ordenes/guardadas/eliminar,268,2-escritura-manual,PENDIENTE,,
382,tables.php,POST,/orden/guardar,361,2-escritura-manual,PENDIENTE,,
383,tables.php,GET,/table/ordenes-activas/{id_empleado},437,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:51
384,tables.php,GET,/table/ordenes-todas,538,1-GET-auto,OK,"HTTP 200, sin error embebido",2026-07-13 14:34:51
385,tables.php,GET,/table/ordenes-con-deuda,634,1-GET-auto,ERROR_ENCONTRADO,"Error al ejecutar la consulta: SQLSTATE[42803]: Grouping error: 7 ERROR:  column ""d.pago_total"" must appear in the GROUP BY clause or be used in an aggregate function
LINE 15:          d.pago_total - SUM(c.abono) - SUM(c.descuento) + SU...
                  ^",2026-07-13 14:34:52
386,upload.php,POST,/upload-order-detail-image,9,2-escritura-manual,PENDIENTE,,
